id,Branch,gender,Category,articleType,baseColour,season,year,usage,Product DisplayName, Price,Sales,review_score
5724,Ha Noi,women,Topwear,Tshirts,Silver,Summer,2018,Casual,Tantra Men's Dirty Man Burgendy T-shirt,130,274,1
5725,Da Nang,women,Shoes,Formal Shoes,Black,Summer,2018,Formal,Ganuchi Men Brown Shoes,333,193,1
5726,Da Nang,women,Headwear,Caps,Silver,Summer,2021,Casual,Flying Machine Men Red Cap,209,224,3
5727,Kontum,men,Topwear,Shirts,Blue,Fall,2021,Casual,U.S. Polo Assn. Men Green Check Shirt,397,733,3
5728,Ha Noi,women,Shoes,Heels,Blue,Winter,2021,Casual,Portia Women Brown Heels,110,232,5
5729,Ha Noi,women,Topwear,Shirts,White,Fall,2020,Casual,Levis Men Work Western Blue Shirt,296,419,3
5730,Da Nang,men,Topwear,Tshirts,Silver,Summer,2019,Sports,Nike Women's Border Blue T-shirt,271,229,5
5731,Da Nang,men,Shoes,Formal Shoes,Blue,Summer,2018,Casual,Fortune Men Black Formal Shoes,201,306,4
5732,Da Nang,men,Innerwear,Briefs,Blue,Summer,2019,Casual,Bwitch Women White Brief,129,675,1
5733,Kontum,women,Shoes,Heels,Blue,Winter,2020,Casual,Inc. 5 Women Casual Golden Heels,296,154,3
5734,Da Nang,women,Flip Flops,Flip Flops,Brown,Summer,2021,Casual,ADIDAS Women Red Neo Tread Flip Flops,331,743,3
5735,Ha Noi,women,Topwear,Shirts,Silver,Summer,2021,Formal,Arrow New York Men Black Check Slim Fit Shirt,302,750,3
5736,Da Nang,men,Shoes,Casual Shoes,Brown,Fall,2018,Casual,ADIDAS Originals Men SL 72 Red Casual Shoes,143,342,5
5737,Da Nang,men,Bags,Backpacks,Blue,Winter,2022,Casual,Wildcraft Wiki 3 Unisex Blue Backpack,214,649,5
5738,Ho Chi Minh City,women,Topwear,Tshirts,Black,Summer,2019,Casual,Nike Men Casual short sleeve tshirt White Tshirts,111,678,4
5739,Kontum,women,Topwear,Kurtas,White,Fall,2022,Ethnic,Mother Earth Women Brown Printed Kurta,484,123,4
5740,Kontum,women,Bags,Backpacks,Black,Summer,2021,Casual,Vital Gear Unisex Techno Black Backpack,405,552,3
5741,Ha Noi,men,Ties,Ties,Purple,Summer,2020,Casual,Hakashi Men Lavender Tie,338,310,4
5742,Ha Noi,women,Topwear,Tshirts,Blue,Summer,2022,Casual,Allen Solly Woman Check Brown Shirt,344,459,5
5743,Ha Noi,women,Socks,Socks,Purple,Summer,2021,Sports,ADIDAS Unisex White Socks,218,405,1
5744,Ho Chi Minh City,men,Shoes,Casual Shoes,Black,Fall,2021,Casual,Vans Men Black & Red Casual Shoes,404,105,5
5745,Kontum,women,Makeup,Eyeshadow,White,Spring,2021,Casual,Colorbar Green Stroke Eye Shadow,182,296,3
5746,Ho Chi Minh City,women,Topwear,Kurtas,White,Fall,2019,Ethnic,W Women Printed Cream Kurtas,292,704,5
5747,Ha Noi,women,Bottomwear,Shorts,Brown,Summer,2020,Sports,Proline Grey Shorts,326,205,5
5748,Da Nang,men,Topwear,Tshirts,White,Summer,2019,Casual,Myntra Mens Badge Final T-Shirt,394,615,4
5749,Ho Chi Minh City,men,Shoes,Flats,Black,Winter,2019,Casual,Rocia Women Brown Sandals,213,655,3
5750,Ho Chi Minh City,women,Shoes,Sports Shoes,Silver,Fall,2021,Sports,Puma Women Axis Silver Sports Shoes,250,430,5
5751,Da Nang,men,Topwear,Tshirts,Black,Summer,2020,Casual,Myntra Men Excuse Me Moron Black T-shirt,156,625,3
5752,Ho Chi Minh City,men,Topwear,Tshirts,Purple,Summer,2022,Casual,2go Active Gear USA Men Pack Of 3 T-shirt,425,231,4
5753,Da Nang,men,Watches,Watches,Black,Winter,2020,Casual,Fastrack Women White Dial  Watch,419,256,5
5754,Kontum,women,Dress,Dresses,Blue,Fall,2018,Casual,Ant Kids Girls Butterfly Print White Dresses,226,357,1
5755,Kontum,women,Shoes,Formal Shoes,Purple,Summer,2021,Casual,U.S. Polo Assn. Men Brown Shoes,265,404,5
5756,Ho Chi Minh City,men,Bags,Backpacks,Black,Winter,2020,Casual,Wildcraft Unisex Wiki 2 Red Backpack,173,118,1
5757,Kontum,women,Bags,Handbags,Black,Fall,2021,Casual,Puma Women Black Avenue Shopper Handbag,196,309,4
5758,Kontum,men,Topwear,Tshirts,Brown,Fall,2018,Casual,Classic Polo Men Stripes Black Polo T-Shirt,416,299,5
5759,Da Nang,men,Innerwear,Boxers,White,Summer,2022,Casual,FCUK Underwear Grey Striped Boxers,388,541,4
5760,Ha Noi,men,Sandal,Sports Sandals,Black,Summer,2022,Casual,Fila Men Benton Grey Sandals,373,682,5
5761,Ho Chi Minh City,men,Shoes,Sports Shoes,Black,Summer,2020,Sports,Puma Unisex Tornado Silver Navy Shoes,178,471,5
5762,Ha Noi,women,Shoes,Casual Shoes,Blue,Summer,2022,Casual,Converse Unisex Chuck Taylor Check HI Green Canvas Shoe,257,124,5
5763,Ha Noi,men,Topwear,Kurtas,Blue,Summer,2018,Ethnic,Mother Earth Women Black Kurta,300,375,3
5764,Da Nang,women,Topwear,Shirts,Purple,Fall,2022,Formal,Genesis Men Stripes Navy Blue Shirts,416,701,5
5765,Ho Chi Minh City,men,Makeup,Compact,Black,Spring,2020,Casual,Revlon Touch & Glow Gold Matte Moisturising Powder 69,469,296,5
5766,Da Nang,men,Topwear,Shirts,Silver,Summer,2019,Formal,John Miller Men Striped Blue Shirt,131,534,1
5767,Da Nang,women,Topwear,Shirts,Blue,Summer,2018,Casual,United Colors of Benetton Men Check Purple Shirts,203,161,2
5768,Kontum,men,Topwear,Tshirts,White,Summer,2019,Casual,Flying Machine Men Printed White T-shirt,321,514,2
5769,Da Nang,men,Shoes,Casual Shoes,Silver,Fall,2020,Casual,Franco Leone Men Blue Shoes,150,776,5
5770,Kontum,men,Bottomwear,Salwar,Brown,Summer,2019,Ethnic,Shree Women Green & Purple Jodhpuri Salwar,173,747,5
5771,Ho Chi Minh City,men,Shoes,Casual Shoes,Brown,Summer,2021,Casual,Numero Uno Men's Dark Blue Shoe,205,636,5
5772,Da Nang,women,Shoes,Sports Shoes,Brown,Summer,2021,Sports,FILA Men Hostile White Sports Shoes,207,614,2
5773,Ho Chi Minh City,men,Flip Flops,Flip Flops,White,Summer,2019,Casual,Puma Unisex Miami III Black & Beige Flip Flops,159,277,3
5774,Da Nang,men,Bags,Handbags,Silver,Summer,2021,Casual,Kiara Women Blue Handbag,171,289,5
5775,Kontum,women,Bags,Handbags,Blue,Winter,2018,Casual,Baggit Women Flare Baby Purple Handbag,171,589,3
5776,Ho Chi Minh City,men,Watches,Watches,White,Winter,2021,Casual,DKNY Women White Dial Watch NY8482,108,779,4
5777,Ho Chi Minh City,men,Fragrance,Perfume and Body Mist,Brown,Spring,2018,Casual,4711 Vapo Men Perfume,402,484,5
5778,Kontum,women,Topwear,Tshirts,Blue,Summer,2022,Casual,Mickey Men's Mickey Hand Sketch Illustrat White T-shirt,202,669,2
5779,Kontum,men,Bags,Duffel Bag,Silver,Fall,2021,Casual,Footloose Unisex Jump Duffle Blue Travel Bag,301,289,5
5780,Kontum,women,Sandal,Sandals,Silver,Fall,2018,Casual,Franco Leone Men Brown Sandal,108,534,3
5781,Ho Chi Minh City,men,Topwear,Shirts,Purple,Summer,2022,Casual,Scullers Men Check Blue Shirt,241,631,4
5782,Ho Chi Minh City,women,Topwear,Tshirts,Purple,Fall,2018,Casual,Flying Machine Women RN HS Grey Tshirts,469,495,5
5783,Da Nang,men,Bags,Backpacks,Black,Summer,2018,Casual,United Colors of Benetton Unisex Purple Backpack,421,235,4
5784,Ho Chi Minh City,women,Innerwear,Briefs,Black,Winter,2021,Casual,Biara Blush Teenage Girl Blue Briefs,133,329,5
5785,Ho Chi Minh City,men,Topwear,Tshirts,Brown,Summer,2022,Sports,Nike Men Striped White & Black T-shirt,216,147,2
5786,Ho Chi Minh City,women,Topwear,Tshirts,Purple,Summer,2021,Casual,Basics Men Blue & White Striped Polo T-shirt,474,475,5
5787,Ha Noi,women,Shoes,Sports Shoes,Silver,Fall,2022,Sports,Force 10 Men Brown Shoes,144,779,4
5788,Da Nang,men,Topwear,Shirts,Blue,Summer,2018,Formal,Arrow Men Blue Check Shirt,133,334,2
5789,Da Nang,women,Jewellery,Earrings,White,Fall,2021,Casual,Rreverie Silver Earrings,266,758,5
5790,Ha Noi,women,Shoes,Flats,Blue,Winter,2020,Casual,Catwalk Women Black Ballerinas,403,398,4
5791,Ho Chi Minh City,women,Topwear,Shirts,Black,Summer,2021,Casual,Wrangler Men Bull Classic Striped White Shirt,199,640,4
5792,Da Nang,women,Shoes,Casual Shoes,Black,Summer,2020,Casual,Clarks Men Manly Alpine Brown Casual Shoe,433,628,2
5793,Da Nang,men,Bags,Clutches,Silver,Summer,2020,Casual,Mod'acc Women Red Coin Purse,469,95,1
5794,Kontum,men,Topwear,Tops,Black,Summer,2018,Casual,Gini and Jony Girls Printed Blue Top,229,249,1
5795,Kontum,women,Belts,Belts,Black,Fall,2021,Formal,OTLS Men Black & Brown Reversible Belt,156,190,5
5796,Kontum,women,Shoes,Flats,Black,Winter,2019,Casual,HM Women Green Flats,183,337,1
5797,Kontum,men,Topwear,Shirts,Brown,Summer,2020,Casual,Wrangler Men Exeter Check Navy Blue Shirt,138,504,2
5798,Ho Chi Minh City,men,Cufflinks,Cufflinks,Silver,Summer,2019,Casual,Hakashi Men Blue Cufflinks,285,600,4
5799,Da Nang,women,Socks,Socks,White,Summer,2022,Casual,Lee Men Tripack Socks,446,280,5
5800,Kontum,women,Topwear,Kurtas,Silver,Summer,2022,Ethnic,W Women Solid Blue Kurtas,424,498,5
5801,Kontum,women,Topwear,Shirts,Silver,Fall,2021,Casual,Quiksilver Men Black Shirt,110,440,5
5802,Ha Noi,women,Topwear,Kurtas,Brown,Fall,2021,Ethnic,W Women Printed Purple Kurtas,269,520,5
5803,Kontum,women,Topwear,Tops,Blue,Summer,2021,Casual,Vero Moda Women Green Top,322,767,3
5804,Ho Chi Minh City,women,Shoes,Casual Shoes,White,Fall,2020,Casual,Numero Uno Men's Casual White Canvas Shoe,411,150,1
5805,Ho Chi Minh City,men,Topwear,Tshirts,Brown,Spring,2021,Casual,Classic Polo Men's Wat Duh Pho Grey T-shirt,308,713,5
5806,Da Nang,men,Topwear,Tshirts,Brown,Fall,2019,Casual,Puma Men Ribbon Red Tshirts,449,409,1
5807,Da Nang,women,Topwear,Kurtas,Silver,Fall,2022,Casual,Shree Women Purple Printed Kurta,211,582,5
5808,Ho Chi Minh City,women,Bags,Backpacks,Silver,Winter,2020,Casual,Wildcraft Unisex Black Backpack,206,466,5
5809,Ho Chi Minh City,women,Topwear,Shirts,Black,Summer,2018,Casual,Locomotive Men White Shirt,425,412,5
5810,Ha Noi,women,Topwear,Tshirts,Silver,Fall,2019,Casual,Levi's Men Stripes Brown Tshirts,421,761,3
5811,Da Nang,women,Topwear,Shirts,Brown,Fall,2022,Casual,Scullers Men Scul Purple Blue White Shirt,436,785,2
5812,Kontum,women,Topwear,Tshirts,Blue,Fall,2020,Sports,Nike Men Navy Blue T-shirt,221,702,5
5813,Da Nang,men,Free Gifts,Free Gifts,Blue,Summer,2022,Casual,Stoln Women White Sunglasses,229,173,2
5814,Ho Chi Minh City,women,Topwear,Tshirts,White,Summer,2021,Casual,Myntra Men Pack of 3 T-shirt,220,200,5
5815,Ho Chi Minh City,women,Bags,Handbags,White,Summer,2021,Casual,Be For Bag Women Zoli Black Bag,252,326,1
5816,Ha Noi,women,Makeup,Compact,Purple,Spring,2019,Casual,Revlon Photo Ready Medium/ Deep Compact 03,427,516,4
5817,Da Nang,women,Topwear,Shirts,White,Summer,2021,Formal,John Miller Men Check Purple Shirt,389,274,5
5818,Ho Chi Minh City,women,Topwear,Shirts,Silver,Summer,2021,Formal,Mark Taylor Men Striped Grey Shirt,412,580,2
5819,Kontum,women,Wallets,Wallets,Black,Fall,2018,Casual,Peter England Men Elements Brown Wallet,448,629,5
5820,Da Nang,men,Shoes,Casual Shoes,White,Fall,2018,Casual,Timberland Women Femmes Tan Casual Shoes,281,369,5
5821,Kontum,women,Shoes,Flats,Silver,Summer,2021,Casual,Puma Women Black Crazy Slide Flats,344,663,5
5822,Da Nang,women,Bags,Laptop Bag,White,Summer,2021,Casual,Cabarelli Men Black Laptop Bag,423,421,3
5823,Kontum,women,Bottomwear,Trousers,White,Fall,2020,Formal,Genesis Men Stripes Grey Trouser,175,309,4
5824,Kontum,women,Saree,Sarees,Blue,Fall,2021,Ethnic,Fabindia Green Printed Ajrakh Dhonekhali Saree,123,407,1
5825,Ha Noi,women,Shoes,Formal Shoes,Blue,Fall,2019,Formal,Rockport Men's Allander Black Shoe,151,701,5
5826,Ha Noi,women,Shoes,Formal Shoes,Blue,Summer,2018,Formal,Bata Men Mocassino Brown Formal Shoes,176,582,4
5827,Ha Noi,men,Jewellery,Necklace and Chains,White,Winter,2022,Ethnic,Adrika Brown Necklace,293,196,2
5828,Ha Noi,women,Innerwear,Innerwear Vests,Purple,Summer,2021,Casual,Jockey SP-OW Men White Muscle Innerwear Vest SP11,484,199,1
5829,Da Nang,women,Sandal,Sandals,White,Summer,2020,Casual,Lotto Men Revenge 02 Beige Grey Floater,373,683,5
5830,Ha Noi,women,Shoes,Formal Shoes,Purple,Winter,2018,Formal,Red Tape Men Brown Formal Shoes,170,648,5
5831,Da Nang,women,Innerwear,Bra,Purple,Winter,2019,Sports,Hanes Women Black Cotton Stretch Light Padded Bra,246,162,5
5832,Ho Chi Minh City,men,Bags,Handbags,Brown,Summer,2018,Casual,Kiara Women Orange Handbag,237,557,2
5833,Kontum,men,Cufflinks,Cufflinks,Black,Fall,2019,Formal,Belmonte Men Formal Steel Cufflinks,237,696,3
5834,Da Nang,women,Bottomwear,Capris,Brown,Fall,2021,Sports,Urban Yoga Women Solid Black Capris,356,410,4
5835,Ha Noi,women,Topwear,Tshirts,Black,Summer,2021,Casual,Probase Men's Crack Print Reign Of Rock & Roll Orange T-shirt,232,163,2
5836,Ha Noi,men,Topwear,Tshirts,Silver,Summer,2019,Casual,Nike Men Black Printed T-shirt,190,652,5
5837,Ha Noi,women,Topwear,Kurtas,Brown,Fall,2019,Ethnic,Mother Earth Women Stripes Orange Kurtas,396,318,2
5838,Da Nang,men,Fragrance,Deodorant,Silver,Spring,2022,Casual,Reebok Women Reebounce Deo,195,106,4
5839,Ha Noi,men,Belts,Belts,Blue,Fall,2021,Casual,New Hide Men Solid Black Belts,294,623,5
5840,Ha Noi,women,Shoes,Casual Shoes,Silver,Summer,2018,Casual,ADIDAS Neo Men Court Evo Blue Shoes,479,736,2
5841,Da Nang,women,Flip Flops,Flip Flops,Silver,Fall,2022,Casual,Warner Bros Kids Unisex Yellow Flip Flops,330,382,5
5842,Kontum,women,Watches,Watches,Brown,Winter,2021,Casual,Fastrack Men Black Casual Watch,144,490,1
5843,Ha Noi,women,Topwear,Tshirts,Blue,Fall,2018,Casual,United Colors of Benetton Women Light Winter Peach T-shirt,373,179,3
5844,Ho Chi Minh City,women,Bottomwear,Jeans,Brown,Summer,2018,Casual,Wrangler Men Navy Blue Texas Jeans,246,717,2
5845,Ha Noi,women,Topwear,Tshirts,Silver,Fall,2022,Casual,Puma Men Mn's Body Train Black Tshirts,157,526,2
5846,Da Nang,women,Bottomwear,Capris,Black,Summer,2019,Sports,Nike Womens Grey Capris,349,503,3
5847,Da Nang,women,Topwear,Tshirts,Black,Summer,2020,Sports,Nike Men Club Pique Polo Green T-shirt,225,487,3
5848,Ho Chi Minh City,women,Topwear,Tshirts,Black,Summer,2022,Sports,Nike Men Challenger Black Jersey,449,444,1
5849,Ho Chi Minh City,men,Topwear,Tshirts,Brown,Summer,2019,Casual,Guerrilla Men's Ace Of Spades Purple T-shirt,384,403,2
5850,Kontum,men,Eyewear,Sunglasses,Blue,Winter,2018,Casual,Fastrack Unisex Oval Sunglasses FTML006GLBK1,497,391,3
5851,Ho Chi Minh City,men,Makeup,Compact,Purple,Spring,2021,Casual,Lakme Perfect Radiance Intense Whitening 05 Compact,106,276,5
5852,Ha Noi,women,Watches,Watches,Black,Winter,2021,Casual,ADIDAS Originals Men Black Dial Chronograph Watch ADH2637,370,112,2
5853,Ho Chi Minh City,men,Jewellery,Earrings,Blue,Summer,2020,Ethnic,Royal Diadem White & Green Earrings,199,346,1
5854,Kontum,women,Innerwear,Briefs,Purple,Summer,2021,Casual,Chromozome Men Blue & Green Briefs,106,311,5
5855,Ha Noi,men,Topwear,Kurtas,Purple,Fall,2020,Ethnic,Vishudh Women Printed Blue Kurta,349,525,2
5856,Ho Chi Minh City,women,Watches,Watches,Brown,Winter,2021,Casual,Timex Empera Men Black Dial Watch NL13,410,606,5
5857,Da Nang,men,Shoes,Flats,Blue,Winter,2021,Casual,Rocia Women Black Sandals,414,188,2
5858,Ho Chi Minh City,women,Bags,Handbags,Silver,Summer,2018,Casual,Paridhan Women Green Handbag,453,628,5
5859,Da Nang,women,Bags,Clutches,Blue,Winter,2021,Casual,ToniQ Women Bronze Clutch,381,105,4
5860,Ha Noi,men,Topwear,Shirts,Purple,Fall,2022,Formal,Mark Taylor Men Blue White & Dark Grey Striped Shirt,176,261,5
5861,Kontum,women,Shoes,Casual Shoes,White,Winter,2019,Smart Casual,Red Tape Men Black Leather Casual Shoes,430,582,4
5862,Kontum,men,Topwear,Tshirts,Purple,Summer,2021,Casual,Jimi Hendrix Men's Photo Black T-shirt,493,521,5
5863,Da Nang,women,Bags,Handbags,Brown,Summer,2021,Casual,Hidekraft Women Red Handbag,368,343,5
5864,Ho Chi Minh City,women,Bags,Handbags,Brown,Summer,2021,Casual,Lino Perros Women Leatherette Red Handbag,381,438,3
5865,Kontum,women,Topwear,Tshirts,Purple,Summer,2022,Casual,Levis Kids Girl's Desiree Green Kidswear,379,767,5
5866,Kontum,men,Bottomwear,Jeans,Blue,Summer,2019,Casual,Horsefly Men Blue Jeans,207,426,1
5867,Ho Chi Minh City,men,Topwear,Shirts,Blue,Fall,2022,Casual,Scullers Men Check White Shirts,265,488,2
5868,Ho Chi Minh City,women,Shoes,Heels,White,Winter,2019,Casual,Catwalk Women Teal Heels,367,123,5
5869,Ha Noi,women,Shoes,Sports Shoes,Silver,Summer,2018,Sports,Lotto Men White Sports Shoes,189,285,5
5870,Kontum,women,Topwear,Tshirts,Purple,Summer,2018,Casual,Palm Tree Boys Pack of 2 T-shirts,211,548,2
5871,Da Nang,women,Flip Flops,Flip Flops,Black,Fall,2019,Casual,United Colors of Benetton Men Speeder Yellow Flip Flops,152,502,5
5872,Kontum,women,Nails,Nail Polish,Brown,Spring,2019,Casual,Lotus Herbals Colour Dew Dark Champagne Nail Polish 88,115,641,5
5873,Kontum,men,Topwear,Kurtas,Brown,Summer,2021,Ethnic,Myntra Women Orange Printed Kurta,209,625,5
5874,Ha Noi,women,Bags,Backpacks,Purple,Winter,2018,Casual,American Tourister Unisex Red & Black Backpack,167,712,2
5875,Ha Noi,men,Topwear,Tshirts,Brown,Summer,2020,Casual,Tantra Men's Jim Morrison Black T-shirt,231,720,3
5876,Kontum,women,Shoes,Casual Shoes,Purple,Summer,2019,Casual,Spinn Men Dozer Black Shoes,246,613,5
5877,Kontum,men,Shoes,Sports Shoes,Brown,Fall,2019,Sports,Btwin Sport 5 Shoes,432,193,2
5878,Ho Chi Minh City,women,Innerwear,Innerwear Vests,Silver,Summer,2020,Casual,Madagascar Girls Pink Innerwear Vest,305,567,3
5879,Ha Noi,women,Topwear,Shirts,Purple,Winter,2018,Formal,Genesis Off-White Formal Shirt,206,733,5
5880,Ha Noi,men,Bags,Handbags,Purple,Winter,2019,Casual,Baggit Women Modishx Baby Purple Sling Bag,231,768,1
5881,Kontum,women,Accessories,Accessory Gift Set,Silver,Winter,2020,Formal,Lino Perros Men Formal Brown Accessory Gift Set,141,649,1
5882,Kontum,women,Bottomwear,Skirts,Black,Summer,2020,Casual,Palm Tree Kids Girl Sp Jace Sko Green Skirts,201,349,3
5883,Ho Chi Minh City,women,Sandal,Sandals,Silver,Summer,2022,Casual,ID Men Black Sandals,269,194,1
5884,Ha Noi,men,Shoes,Casual Shoes,Silver,Summer,2021,Casual,Converse Men All Star Black Shoes,329,456,2
5885,Kontum,women,Shoes,Heels,Blue,Winter,2022,Casual,Catwalk Women Brown Stilettos,292,441,2
5886,Kontum,men,Topwear,Tshirts,Blue,Spring,2022,Casual,Basics Men Red T-shirt,408,171,2
5887,Ha Noi,men,Topwear,Shirts,Black,Fall,2021,Formal,Scullers Men Scul Navy Blue Shirts,197,512,2
5888,Ho Chi Minh City,women,Bags,Handbags,Blue,Winter,2019,Casual,Murcia Women Black Handbag,419,373,2
5889,Ho Chi Minh City,men,Shoes,Casual Shoes,Brown,Fall,2020,Casual,Carlton London Men Casual Brown Casual Shoes,340,683,4
5890,Da Nang,women,Skin,Face Moisturisers,Brown,Spring,2021,Casual,Revlon Touch & Glow Advanced Fairness Daily Moisturising Cream SPF15,377,297,5
5891,Kontum,men,Eyewear,Sunglasses,Silver,Winter,2018,Casual,Police Unisex Casual Black Sunglasses,227,128,3
5892,Ho Chi Minh City,women,Topwear,Tshirts,Purple,Summer,2018,Casual,Flying Machine Women Black T-shirt,396,797,5
5893,Ha Noi,men,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2018,Casual,Chromozome Men Navy Blue Lounge Pants S-4801,330,196,3
5894,Ho Chi Minh City,men,Topwear,Sweaters,Blue,Winter,2022,Casual,U.S. Polo Assn. Men Stripes Green Sweater,196,663,5
5895,Ho Chi Minh City,women,Topwear,Tshirts,White,Summer,2019,Casual,Myntra Men Orange Street Survival T-shirt,259,109,5
5896,Ha Noi,women,Topwear,Kurtas,Black,Summer,2021,Ethnic,W Women V Neck Short Sleeve Pink Kurta,443,703,3
5897,Da Nang,women,Topwear,Shirts,Blue,Fall,2020,Casual,U.S. Polo Assn. Men Check Black Shirt,195,714,3
5898,Da Nang,men,Watches,Watches,Silver,Winter,2018,Casual,Timex Men Black Dial Watch,181,741,5
5899,Kontum,women,Topwear,Shirts,Blue,Fall,2021,Casual,Highlander Men Check White Shirt,232,369,2
5900,Kontum,women,Watches,Watches,Silver,Winter,2022,Casual,ADIDAS Originals Men Black Dial Watch ADH2643,428,165,1
5901,Ho Chi Minh City,women,Socks,Socks,Blue,Fall,2019,Casual,Puma Women Sneakers Pink  Striped Socks,492,242,5
5902,Ho Chi Minh City,women,Topwear,Tshirts,White,Fall,2018,Casual,Levi's Men Stripes Green Tshirts,276,174,3
5903,Ha Noi,men,Shoes,Sports Shoes,Blue,Fall,2022,Sports,Nike Men Air Max Turbulence White Sports Shoes,122,507,3
5904,Ha Noi,men,Topwear,Tops,Silver,Summer,2020,Casual,United Colors of Benetton Women Solid Purple Tops,104,252,4
5905,Ho Chi Minh City,women,Shoes,Casual Shoes,Black,Summer,2020,Casual,Puma Men White Benecio Shoes,187,617,5
5906,Da Nang,men,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men Black Shoes,300,435,3
5907,Ha Noi,women,Innerwear,Bra,Brown,Winter,2018,Sports,Amante White Sports Bra BCST22,202,142,5
5908,Ho Chi Minh City,women,Jewellery,Earrings,Purple,Fall,2020,Casual,Rreverie Sea Green Earrings,161,756,1
5909,Ho Chi Minh City,women,Topwear,Tshirts,White,Summer,2018,Casual,Basics Men Green Academy Football League T-shirt,213,513,3
5910,Ha Noi,women,Topwear,Tops,Black,Fall,2021,Casual,United Colors of Benetton Women Dark Brown Top,325,480,2
5911,Da Nang,women,Topwear,Tshirts,White,Summer,2018,Casual,Gini and Jony Boys Surfs Up Red T-shirt,121,260,5
5912,Ho Chi Minh City,women,Eyewear,Sunglasses,Black,Winter,2022,Casual,Miami Blues Women Sunglasses,341,769,4
5913,Kontum,women,Flip Flops,Flip Flops,Blue,Fall,2020,Casual,ADIDAS Women Vines Blue Flip Flops,359,451,1
5914,Ha Noi,women,Topwear,Tops,Purple,Summer,2019,Casual,Forever New Women Pink Top,494,352,5
5915,Kontum,men,Topwear,Kurtas,Blue,Fall,2019,Ethnic,BIBA Women Printed Olive Green Kurta,123,791,2
5916,Ha Noi,men,Cufflinks,Cufflinks,Brown,Summer,2018,Formal,Belmonte Men Silver Button Cover,151,654,3
5917,Ho Chi Minh City,men,Bags,Clutches,Brown,Summer,2018,Casual,Baggit Women Olive Purse,185,123,4
